osm_id,path,level,name
6777211,TR.06.007.0075,NEIGHBORHOOD,Korkutreis Mahallesi
6789120,TR.06.007.0076,NEIGHBORHOOD,Koru Mahallesi
6774604,TR.06.007.0077,NEIGHBORHOOD,Küçükesat Mahallesi
6776913,TR.06.007.0078,NEIGHBORHOOD,Kültür Mahallesi
6786699,TR.06.007.0079,NEIGHBORHOOD,Malazgirt Mahallesi
6777213,TR.06.007.0080,NEIGHBORHOOD,Maltepe Mahallesi
6779579,TR.06.007.0081,NEIGHBORHOOD,Mebusevleri Mahallesi
6777019,TR.06.007.0082,NEIGHBORHOOD,Meşrutiyet Mahallesi
6787175,TR.06.007.0083,NEIGHBORHOOD,Metin Akkuş Mahallesi
6771327,TR.06.007.0084,NEIGHBORHOOD,Metin Oktay Mahallesi
6771326,TR.06.007.0085,NEIGHBORHOOD,Mimar Sinan Mahallesi
6774716,TR.06.007.0086,NEIGHBORHOOD,Muhsin Ertuğrul Mahallesi
6774561,TR.06.007.0087,NEIGHBORHOOD,Murat Mahallesi
6786723,TR.06.007.0088,NEIGHBORHOOD,Mürsel Uluç Mahallesi
6789073,TR.06.007.0089,NEIGHBORHOOD,Mustafa Kemal Mahallesi
6789092,TR.06.007.0090,NEIGHBORHOOD,Mutlukent Mahallesi
6786697,TR.06.007.0091,NEIGHBORHOOD,Naci Çakır Mahallesi
6779434,TR.06.007.0092,NEIGHBORHOOD,Namık Kemal Mahallesi
6779680,TR.06.007.0093,NEIGHBORHOOD,Nasuh Akar Mahallesi
6783096,TR.06.007.0094,NEIGHBORHOOD,Oğuzlar Mahallesi
6770914,TR.06.007.0095,NEIGHBORHOOD,Ön Cebeci Mahallesi
6787190,TR.06.007.0096,NEIGHBORHOOD,Or-An Mahallesi
6776870,TR.06.007.0097,NEIGHBORHOOD,Orta İmrahor Mahallesi
6786698,TR.06.007.0098,NEIGHBORHOOD,Osman Temiz Mahallesi
6786508,TR.06.007.0099,NEIGHBORHOOD,Öveçler Mahallesi
6789346,TR.06.007.0100,NEIGHBORHOOD,Prof. Dr. Ahmet Taner Kışlalı Mahallesi
6776871,TR.06.007.0101,NEIGHBORHOOD,Remzi Oğuz Arık Mahallesi
6770977,TR.06.007.0102,NEIGHBORHOOD,Sağlık Mahallesi
6787177,TR.06.007.0103,NEIGHBORHOOD,Sakarya Mahallesi
6776797,TR.06.007.0104,NEIGHBORHOOD,Sancak Mahallesi
6786490,TR.06.007.0105,NEIGHBORHOOD,Şehit Cengiz Karaca Mahallesi
6786507,TR.06.007.0106,NEIGHBORHOOD,Şehit Cevdet Özdemir Mahallesi
6774796,TR.06.007.0107,NEIGHBORHOOD,Seyranbağları Mahallesi
6787479,TR.06.007.0108,NEIGHBORHOOD,Söğütözü Mahallesi
6786509,TR.06.007.0109,NEIGHBORHOOD,Sokullu Mehmet Paşa Mahallesi
6774795,TR.06.007.0110,NEIGHBORHOOD,Tınaztepe Mahallesi
17057548,TR.06.007.0111,NEIGHBORHOOD,Tohumlar Mahallesi
6770961,TR.06.007.0112,NEIGHBORHOOD,Topraklık Mahallesi
6789093,TR.06.007.0113,NEIGHBORHOOD,Ümit Mahallesi
6774560,TR.06.007.0114,NEIGHBORHOOD,Umut Mahallesi
6789069,TR.06.007.0115,NEIGHBORHOOD,Üniversiteler Mahallesi
17564653,TR.06.007.0116,NEIGHBORHOOD,Yakupabdal Mahallesi
6789274,TR.06.007.0117,NEIGHBORHOOD,Yaşamkent Mahallesi
17565392,TR.06.007.0118,NEIGHBORHOOD,Yayla Mahallesi
16326514,TR.06.007.0119,NEIGHBORHOOD,Yeşilkent Mahallesi
6776520,TR.06.007.0120,NEIGHBORHOOD,Yıldızevler Mahallesi
6779435,TR.06.007.0121,NEIGHBORHOOD,Yücetepe Mahallesi
6779619,TR.06.007.0122,NEIGHBORHOOD,Yukarı Bahçelievler Mahallesi
6783098,TR.06.007.0123,NEIGHBORHOOD,Yukarı Öveçler Mahallesi
6771251,TR.06.007.0124,NEIGHBORHOOD,Zafertepe Mahallesi
14581699,TR.06.008.0001,NEIGHBORHOOD,Ağılcık Mahallesi
17203655,TR.06.008.0002,NEIGHBORHOOD,Akbayır Mahallesi
16826863,TR.06.008.0003,NEIGHBORHOOD,Akkuzulu Mahallesi
17227335,TR.06.008.0004,NEIGHBORHOOD,Aşağı Çavundur Mahallesi
16355945,TR.06.008.0005,NEIGHBORHOOD,Aşağı Obruk mahallesi
3914752,TR.06.008.0006,NEIGHBORHOOD,Aşağıemirler Mahallesi
14585335,TR.06.008.0007,NEIGHBORHOOD,Atatürk Mahallesi
17566258,TR.06.008.0008,NEIGHBORHOOD,Avcıova Mahallesi
14585497,TR.06.008.0009,NEIGHBORHOOD,Barbaros Mahallesi
17174777,TR.06.008.0010,NEIGHBORHOOD,Camili Mahallesi
17147431,TR.06.008.0011,NEIGHBORHOOD,Çatokçular Mahallesi
17225883,TR.06.008.0012,NEIGHBORHOOD,Çitköy Mahallesi
5419868,TR.06.008.0013,NEIGHBORHOOD,Cumhuriyet Mahallesi
17214947,TR.06.008.0014,NEIGHBORHOOD,Dağkalfat Mahallesi
17164950,TR.06.008.0015,NEIGHBORHOOD,Dalyasan Mahallesi
17214445,TR.06.008.0016,NEIGHBORHOOD,Dedeler Mahallesi
17165141,TR.06.008.0017,NEIGHBORHOOD,Demirci Mahallesi
16686516,TR.06.008.0018,NEIGHBORHOOD,Dumlupınar Mahallesi
16365796,TR.06.008.0019,NEIGHBORHOOD,Durhasan mahallesi
10115265,TR.06.008.0020,NEIGHBORHOOD,Eğriekin Mahallesi
14588964,TR.06.008.0021,NEIGHBORHOOD,Esenboğa Mahallesi
17192009,TR.06.008.0022,NEIGHBORHOOD,Eskiçöte Mahallesi
13156854,TR.06.008.0023,NEIGHBORHOOD,Fatih Mahallesi
17227388,TR.06.008.0024,NEIGHBORHOOD,Gökçedere Mahallesi
10217709,TR.06.008.0025,NEIGHBORHOOD,Güldarpı Mahallesi
17229122,TR.06.008.0026,NEIGHBORHOOD,Gümüşyayla Mahallesi
17155019,TR.06.008.0027,NEIGHBORHOOD,Hacılar Mahallesi
16537826,TR.06.008.0028,NEIGHBORHOOD,İkipınar Mahallesi
17191597,TR.06.008.0029,NEIGHBORHOOD,İmam Hüseyin Mahallesi
16827495,TR.06.008.0030,NEIGHBORHOOD,Kapaklı Mahallesi
17227298,TR.06.008.0031,NEIGHBORHOOD,Karaağaç Mahallesi
17147248,TR.06.008.0032,NEIGHBORHOOD,Karaçam Mahallesi
17208083,TR.06.008.0033,NEIGHBORHOOD,Karadana Mahallesi
17227243,TR.06.008.0034,NEIGHBORHOOD,Karaman Mahallesi
17229626,TR.06.008.0035,NEIGHBORHOOD,Karataş Mahallesi
16827018,TR.06.008.0036,NEIGHBORHOOD,Kargın Mahallesi
16355835,TR.06.008.0037,NEIGHBORHOOD,Kavaklı Mahallesi
11356128,TR.06.008.0038,NEIGHBORHOOD,Kışlacık Mahallesi
16538742,TR.06.008.0039,NEIGHBORHOOD,Kızılca Mahallesi
17154548,TR.06.008.0040,NEIGHBORHOOD,Kızılören Mahallesi
16827497,TR.06.008.0041,NEIGHBORHOOD,Kızılöz Mahallesi
17164822,TR.06.008.0042,NEIGHBORHOOD,Kösrelik Mahallesi
17191633,TR.06.008.0043,NEIGHBORHOOD,Küçükali Mahallesi
11354387,TR.06.008.0044,NEIGHBORHOOD,Kuruçay Mahallesi
17228131,TR.06.008.0045,NEIGHBORHOOD,Kutuören Mahallesi
17174908,TR.06.008.0046,NEIGHBORHOOD,Kuyumcu Mahallesi
17225865,TR.06.008.0047,NEIGHBORHOOD,Mahmutoğlan Mahallesi
16538741,TR.06.008.0048,NEIGHBORHOOD,Melikşah Mahallesi
17164949,TR.06.008.0049,NEIGHBORHOOD,Meşeli Mahallesi
8451033,TR.06.008.0050,NEIGHBORHOOD,Muhsin Yazıcıoğlu Mahallesi
16827496,TR.06.008.0051,NEIGHBORHOOD,Mutlu Mahallesi
17149096,TR.06.008.0052,NEIGHBORHOOD,Nusratlar Mahallesi
17225769,TR.06.008.0053,NEIGHBORHOOD,Okçular Mahallesi
16826728,TR.06.008.0054,NEIGHBORHOOD,Ömercik Mahallesi
10104958,TR.06.008.0055,NEIGHBORHOOD,Ovacık Mahallesi
17165176,TR.06.008.0056,NEIGHBORHOOD,Oymiğde Mahallesi
17229765,TR.06.008.0057,NEIGHBORHOOD,Özlüce Mahallesi
17225939,TR.06.008.0058,NEIGHBORHOOD,Saraycık Mahallesi
17226043,TR.06.008.0059,NEIGHBORHOOD,Sarıkoz Mahallesi
17164904,TR.06.008.0060,NEIGHBORHOOD,Sarısu Mahallesi
17226091,TR.06.008.0061,NEIGHBORHOOD,Sele Mahallesi
17227466,TR.06.008.0062,NEIGHBORHOOD,Sığırlıhacı Mahallesi
14510601,TR.06.008.0063,NEIGHBORHOOD,Sünlü Mahallesi
17215006,TR.06.008.0064,NEIGHBORHOOD,Susuz Mahallesi
17227305,TR.06.008.0065,NEIGHBORHOOD,Tahtayazı Mahallesi
14510600,TR.06.008.0066,NEIGHBORHOOD,Taşpınar Mahallesi
17228132,TR.06.008.0067,NEIGHBORHOOD,Tuğla Mahallesi
16811141,TR.06.008.0068,NEIGHBORHOOD,Uluağaç Mahallesi
17229378,TR.06.008.0069,NEIGHBORHOOD,Yakuphasan Mahallesi
14585623,TR.06.008.0070,NEIGHBORHOOD,Yavuz Selim Mahallesi
16366655,TR.06.008.0071,NEIGHBORHOOD,Yaylak mahallesi
13200843,TR.06.008.0072,NEIGHBORHOOD,Yazır Mahallesi
17226109,TR.06.008.0073,NEIGHBORHOOD,Yazlıca Mahallesi
16686570,TR.06.008.0074,NEIGHBORHOOD,Yenice Mahallesi
17147353,TR.06.008.0075,NEIGHBORHOOD,Yeşilkent Mahallesi
16355834,TR.06.008.0076,NEIGHBORHOOD,Yiğitli Mahallesi
16811139,TR.06.008.0077,NEIGHBORHOOD,Yıldırım Aydoğan Mahallesi
5621167,TR.06.008.0078,NEIGHBORHOOD,Yıldırım Beyazıt Mahallesi
16811140,TR.06.008.0079,NEIGHBORHOOD,Yıldırım Elören Mahallesi
16376856,TR.06.008.0080,NEIGHBORHOOD,Yıldırımevci mahallesi
17229432,TR.06.008.0081,NEIGHBORHOOD,Yılmaz Mahallesi
17160555,TR.06.008.0082,NEIGHBORHOOD,Yukarı Çavundur Mahallesi
17214902,TR.06.008.0083,NEIGHBORHOOD,Yukarı Emirler Mahallesi
16355944,TR.06.008.0084,NEIGHBORHOOD,Yukarı Obruk mahallesi
1809666,TR.06.009.0001,NEIGHBORHOOD,Akçaali Mahallesi
20132581,TR.06.009.0002,NEIGHBORHOOD,Aşağıkamışlı Mahallesi
20132584,TR.06.009.0003,NEIGHBORHOOD,Deliler Mahallesi
20130231,TR.06.009.0004,NEIGHBORHOOD,Ediğe Mahallesi
16490060,TR.06.009.0005,NEIGHBORHOOD,Gümüşpala Mahallesi
8827101,TR.06.009.0006,NEIGHBORHOOD,Hasanoğlan Bahçelievler Mahallesi
8827104,TR.06.009.0007,NEIGHBORHOOD,Hasanoğlan Fatih Mahallesi
8827102,TR.06.009.0008,NEIGHBORHOOD,Hasanoğlan Havuzbaşı Mahallesi
16490059,TR.06.009.0009,NEIGHBORHOOD,İsmetpaşa Mahallesi
8827105,TR.06.009.0010,NEIGHBORHOOD,İstasyon Mahallesi
20130232,TR.06.009.0011,NEIGHBORHOOD,Karacahasan Mahallesi
1809670,TR.06.009.0012,NEIGHBORHOOD,Kayadibi Mahallesi
20130226,TR.06.009.0013,NEIGHBORHOOD,Kemalpaşa Mahallesi
20130230,TR.06.009.0014,NEIGHBORHOOD,Kurtuluş Mahallesi
20132583,TR.06.009.0015,NEIGHBORHOOD,Kuşçuali Mahallesi
20132580,TR.06.009.0016,NEIGHBORHOOD,Label Mahallesi
8827103,TR.06.009.0017,NEIGHBORHOOD,Muzaffer Ekşi Mahallesi
8827106,TR.06.009.0018,NEIGHBORHOOD,Şehitlik Mahallesi
13757558,TR.06.009.0019,NEIGHBORHOOD,Seyitcemali Mahallesi
1809671,TR.06.009.0020,NEIGHBORHOOD,Süleymanlı Mahallesi
20132578,TR.06.009.0021,NEIGHBORHOOD,Taburlar Mahallesi
20132577,TR.06.009.0022,NEIGHBORHOOD,Tatlıca Mahallesi
1809672,TR.06.009.0023,NEIGHBORHOOD,Tekke Mahallesi
20130227,TR.06.009.0024,NEIGHBORHOOD,Üçevler Mahallesi
16490058,TR.06.009.0025,NEIGHBORHOOD,Yenice Mahallesi
20130229,TR.06.009.0026,NEIGHBORHOOD,Yenidoğan Mahallesi
20132579,TR.06.009.0027,NEIGHBORHOOD,Yenimahalle
20130228,TR.06.009.0028,NEIGHBORHOOD,Yenipınar Mahallesi
13757557,TR.06.009.0029,NEIGHBORHOOD,Yeşildere Fatih Mahallesi
20132582,TR.06.009.0030,NEIGHBORHOOD,Yukarıkamışlı Mahallesi
6747744,TR.06.010.0001,NEIGHBORHOOD,30 Ağustos Mahallesi
6745097,TR.06.010.0002,NEIGHBORHOOD,Ahi Mesut Mahallesi
6745165,TR.06.010.0003,NEIGHBORHOOD,Alsancak Mahallesi
6747515,TR.06.010.0004,NEIGHBORHOOD,Altay Mahallesi
15062622,TR.06.010.0005,NEIGHBORHOOD,Aşağıyurtçu Mahallesi
6745047,TR.06.010.0006,NEIGHBORHOOD,Atakent Mahallesi
15062623,TR.06.010.0007,NEIGHBORHOOD,Atayurt Mahallesi
6745064,TR.06.010.0008,NEIGHBORHOOD,Ayyıldız Mahallesi
6745185,TR.06.010.0009,NEIGHBORHOOD,Bağlıca Mahallesi
6748082,TR.06.010.0010,NEIGHBORHOOD,Bahçekapı Mahallesi
15063735,TR.06.010.0011,NEIGHBORHOOD,Balıkuyumcu Mahallesi
12946872,TR.06.010.0012,NEIGHBORHOOD,Devlet Mahallesi
6745117,TR.06.010.0013,NEIGHBORHOOD,Elvan Mahallesi
6747684,TR.06.010.0014,NEIGHBORHOOD,Erler Mahallesi
6747593,TR.06.010.0015,NEIGHBORHOOD,Eryaman Mahallesi
6747635,TR.06.010.0016,NEIGHBORHOOD,Etiler Mahallesi
6789375,TR.06.010.0017,NEIGHBORHOOD,Fatih Sultan Mahallesi
15063737,TR.06.010.0018,NEIGHBORHOOD,Fevziye Mahallesi
6747547,TR.06.010.0019,NEIGHBORHOOD,Göksu Mahallesi
6747569,TR.06.010.0020,NEIGHBORHOOD,Güzelkent Mahallesi
6745143,TR.06.010.0021,NEIGHBORHOOD,İstasyon Mahallesi
6745142,TR.06.010.0022,NEIGHBORHOOD,Kazım Karabekir Mahallesi
6745049,TR.06.010.0023,NEIGHBORHOOD,Oğuzlar Mahallesi
15062620,TR.06.010.0024,NEIGHBORHOOD,Orhun Mahallesi
6745118,TR.06.010.0025,NEIGHBORHOOD,Piyade Mahallesi
6747514,TR.06.010.0026,NEIGHBORHOOD,Şehit Osman Avcı Mahallesi
15063736,TR.06.010.0027,NEIGHBORHOOD,Şehitali Mahallesi
6747513,TR.06.010.0028,NEIGHBORHOOD,Şeker Mahallesi
6747548,TR.06.010.0029,NEIGHBORHOOD,Şeyh Şamil Mahallesi
6745141,TR.06.010.0030,NEIGHBORHOOD,Süvari Mahallesi
6745048,TR.06.010.0031,NEIGHBORHOOD,Topçu Mahallesi
6747568,TR.06.010.0032,NEIGHBORHOOD,Tunahan Mahallesi
15062688,TR.06.010.0033,NEIGHBORHOOD,Turkuaz Mahallesi
15054434,TR.06.010.0034,NEIGHBORHOOD,Yapracık Mahallesi
6747594,TR.06.010.0035,NEIGHBORHOOD,Yavuz Selim Mahallesi
12946871,TR.06.010.0036,NEIGHBORHOOD,Yeni Bağlıca Mahallesi
6747595,TR.06.010.0037,NEIGHBORHOOD,Yeşilova Mahallesi
15062621,TR.06.010.0038,NEIGHBORHOOD,Yukarıyurtçu Mahallesi
17561722,TR.06.011.0001,NEIGHBORHOOD,Altınbaşak Mahallesi
20989367,TR.06.011.0002,NEIGHBORHOOD,Çatalpınar Mahallesi
11158306,TR.06.011.0003,NEIGHBORHOOD,Cebirli Mahallesi
17561721,TR.06.011.0004,NEIGHBORHOOD,Demirayak Mahallesi
20989365,TR.06.011.0005,NEIGHBORHOOD,Esentepe Mahallesi
11158303,TR.06.011.0006,NEIGHBORHOOD,Eskitorunobası Mahallesi
11158302,TR.06.011.0007,NEIGHBORHOOD,İbrahimbeyli Mahallesi
17559535,TR.06.011.0008,NEIGHBORHOOD,İnebeyli Mahallesi
20989366,TR.06.011.0009,NEIGHBORHOOD,Modern Mahallesi
20989364,TR.06.011.0010,NEIGHBORHOOD,Şerafettin Yılmaz Mahallesi
20989368,TR.06.011.0011,NEIGHBORHOOD,Solakuşağı Mahallesi
13393693,TR.06.011.0012,NEIGHBORHOOD,Yeni Mahalle
17559534,TR.06.011.0013,NEIGHBORHOOD,Yusufuşağı Mahallesi
2523560532,TR.06.012.0001,NEIGHBORHOOD,Ahiboz
2358511374,TR.06.012.0002,NEIGHBORHOOD,Akören Çarşak
20990984,TR.06.012.0003,NEIGHBORHOOD,Altunçanak Mahallesi
2523560545,TR.06.012.0004,NEIGHBORHOOD,Bağiçi
7064700,TR.06.012.0005,NEIGHBORHOOD,Bahçelievler Mahallesi
2523560537,TR.06.012.0006,NEIGHBORHOOD,Ballıkpınar
5460169,TR.06.012.0007,NEIGHBORHOOD,Bezirhane Mahallesi
3644122,TR.06.012.0008,NEIGHBORHOOD,Boyalık Mahallesi
1479965903,TR.06.012.0009,NEIGHBORHOOD,Çayırlı
2358512906,TR.06.012.0010,NEIGHBORHOOD,Çeltek
2396150235,TR.06.012.0011,NEIGHBORHOOD,Çimşit
3644123,TR.06.012.0012,NEIGHBORHOOD,Dikilitaş Mahallesi
2395849780,TR.06.012.0013,NEIGHBORHOOD,Emirler
19550219,TR.06.012.0014,NEIGHBORHOOD,Eymir Mahallesi
6794464,TR.06.012.0015,NEIGHBORHOOD,Gaziosmanpaşa Mahallesi
2523560550,TR.06.012.0016,NEIGHBORHOOD,Gökçehüyük
2358511410,TR.06.012.0017,NEIGHBORHOOD,Gölbek
2523560551,TR.06.012.0018,NEIGHBORHOOD,Günalan
15062321,TR.06.012.0019,NEIGHBORHOOD,Hacıhasan Mahallesi
15062320,TR.06.012.0020,NEIGHBORHOOD,Hacılar Mahallesi
2523560554,TR.06.012.0021,NEIGHBORHOOD,Hacımuratlı
2523560555,TR.06.012.0022,NEIGHBORHOOD,Halaçlı
3644125,TR.06.012.0023,NEIGHBORHOOD,İkizce Mahallesi
6792323,TR.06.012.0024,NEIGHBORHOOD,İncek Mahallesi
1044661416,TR.06.012.0025,NEIGHBORHOOD,Karaali
2358511422,TR.06.012.0026,NEIGHBORHOOD,Karacaören
2523560556,TR.06.012.0027,NEIGHBORHOOD,Karagedik
270061116,TR.06.012.0028,NEIGHBORHOOD,Karaoğlan
6794450,TR.06.012.0029,NEIGHBORHOOD,Karşıyaka Mahallesi
2523560558,TR.06.012.0030,NEIGHBORHOOD,Kırıklı
6792446,TR.06.012.0031,NEIGHBORHOOD,Kızılcaşar Mahallesi
1479965889,TR.06.012.0032,NEIGHBORHOOD,Koparan
2523560559,TR.06.012.0033,NEIGHBORHOOD,Mahmatlı
2523560560,TR.06.012.0034,NEIGHBORHOOD,Mahmatlıbahçe
2523560562,TR.06.012.0035,NEIGHBORHOOD,Oğulbey
19550238,TR.06.012.0036,NEIGHBORHOOD,Örencik Mahallesi
15608911,TR.06.012.0037,NEIGHBORHOOD,Oyaca Akarsu Mahallesi
15608912,TR.06.012.0038,NEIGHBORHOOD,Oyaca Yeşilçam Mahallesi
7064697,TR.06.012.0039,NEIGHBORHOOD,Şafak Mahallesi
19566255,TR.06.012.0040,NEIGHBORHOOD,Seğmenler Mahallesi
5460045,TR.06.012.0041,NEIGHBORHOOD,Selametli Şehit Emrah Mahallesi
2523560563,TR.06.012.0042,NEIGHBORHOOD,Soğulcak
1809463,TR.06.012.0043,NEIGHBORHOOD,Subaşı Mahallesi
6792597,TR.06.012.0044,NEIGHBORHOOD,Taşpınar Mahallesi
2523560565,TR.06.012.0045,NEIGHBORHOOD,Tepeyurt
2523560566,TR.06.012.0046,NEIGHBORHOOD,Topaklı
15062414,TR.06.012.0047,NEIGHBORHOOD,Tulumtaş Mahallesi
2523560568,TR.06.012.0048,NEIGHBORHOOD,Velihimmetli
2523560570,TR.06.012.0049,NEIGHBORHOOD,Yağlıpınar
2523560569,TR.06.012.0050,NEIGHBORHOOD,Yavrucuk
19538553,TR.06.012.0051,NEIGHBORHOOD,Yaylabağ Mahallesi
19550294,TR.06.012.0052,NEIGHBORHOOD,Yurtbeyi Mahallesi
1423127725,TR.06.013.0001,NEIGHBORHOOD,Adalıkuzu
1480988899,TR.06.013.0002,NEIGHBORHOOD,Afşar
1423127726,TR.06.013.0003,NEIGHBORHOOD,Akbaş
1423127728,TR.06.013.0004,NEIGHBORHOOD,Akçakese
9468729928,TR.06.013.0005,NEIGHBORHOOD,Aşağı
2316051108,TR.06.013.0006,NEIGHBORHOOD,Boyalı
2316053340,TR.06.013.0007,NEIGHBORHOOD,Çağa
2316053343,TR.06.013.0008,NEIGHBORHOOD,Çukurören
9469266684,TR.06.013.0009,NEIGHBORHOOD,Emirler
2316051110,TR.06.013.0010,NEIGHBORHOOD,Garipçe
14876323,TR.06.013.0011,NEIGHBORHOOD,Güneyce Mahallesi
1423127729,TR.06.013.0012,NEIGHBORHOOD,Güzel
1480988912,TR.06.013.0013,NEIGHBORHOOD,Hacılar
2316051111,TR.06.013.0014,NEIGHBORHOOD,Kadıobası
1480988918,TR.06.013.0015,NEIGHBORHOOD,Kamanlar
1423127730,TR.06.013.0016,NEIGHBORHOOD,Karacaören
1423127731,TR.06.013.0017,NEIGHBORHOOD,Kavaközü
1423127733,TR.06.013.0018,NEIGHBORHOOD,Kayı
1423127734,TR.06.013.0019,NEIGHBORHOOD,Kırkkavak
1423127735,TR.06.013.0020,NEIGHBORHOOD,Meyvabükü
1423132598,TR.06.013.0021,NEIGHBORHOOD,Özçaltı
1422796262,TR.06.013.0022,NEIGHBORHOOD,Özköy
1423127736,TR.06.013.0023,NEIGHBORHOOD,Salihler
2316051113,TR.06.013.0024,NEIGHBORHOOD,Sapanlı
1423127738,TR.06.013.0025,NEIGHBORHOOD,Sorgun
1422789997,TR.06.013.0026,NEIGHBORHOOD,Tahtacıörencik
1422789999,TR.06.013.0027,NEIGHBORHOOD,Taşören
1423127739,TR.06.013.0028,NEIGHBORHOOD,Yelli
9468729930,TR.06.013.0029,NEIGHBORHOOD,Yeni
1423127740,TR.06.013.0030,NEIGHBORHOOD,Yeşilöz
9468729929,TR.06.013.0031,NEIGHBORHOOD,Yukarı
2311601699,TR.06.014.0001,NEIGHBORHOOD,Ahırlıkuyu
2311601701,TR.06.014.0002,NEIGHBORHOOD,Alaçık
1480395051,TR.06.014.0003,NEIGHBORHOOD,Alahacılı
2358511382,TR.06.014.0004,NEIGHBORHOOD,Altıpınar
2311601702,TR.06.014.0005,NEIGHBORHOOD,Ataköy
2311601707,TR.06.014.0006,NEIGHBORHOOD,Bahçecik
2358511389,TR.06.014.0007,NEIGHBORHOOD,Balçıkhisar
2358511435,TR.06.014.0008,NEIGHBORHOOD,Baltalin
2318028108,TR.06.014.0009,NEIGHBORHOOD,Boğazkaya
2358511391,TR.06.014.0010,NEIGHBORHOOD,Bostanhüyük
410245461,TR.06.014.0011,NEIGHBORHOOD,Bumsuz
2395849777,TR.06.014.0012,NEIGHBORHOOD,Büyük Yağcı
2318028109,TR.06.014.0013,NEIGHBORHOOD,Büyükkonak
18232478,TR.06.014.0014,NEIGHBORHOOD,Çaldağ Mahallesi
2311603511,TR.06.014.0015,NEIGHBORHOOD,Çalış
2358851752,TR.06.014.0016,NEIGHBORHOOD,Çatak
2311603517,TR.06.014.0017,NEIGHBORHOOD,Çayraz
2358512907,TR.06.014.0018,NEIGHBORHOOD,Çeltikli
2395849778,TR.06.014.0019,NEIGHBORHOOD,Cihanşah
2311601718,TR.06.014.0020,NEIGHBORHOOD,Cingirli
2311601719,TR.06.014.0021,NEIGHBORHOOD,Culuk
2311601720,TR.06.014.0022,NEIGHBORHOOD,Demirözü
1326594550,TR.06.014.0023,NEIGHBORHOOD,Dereköy
2782974397,TR.06.014.0024,NEIGHBORHOOD,Deveci
2318028111,TR.06.014.0025,NEIGHBORHOOD,Devecipınarı
2358511405,TR.06.014.0026,NEIGHBORHOOD,Durupınar
2782974398,TR.06.014.0027,NEIGHBORHOOD,Durutlar
2311601728,TR.06.014.0028,NEIGHBORHOOD,Emirler
2311601735,TR.06.014.0029,NEIGHBORHOOD,Esen
2311601731,TR.06.014.0030,NEIGHBORHOOD,Eskikışla
2311601732,TR.06.014.0031,NEIGHBORHOOD,Evci
2311601734,TR.06.014.0032,NEIGHBORHOOD,Evliyafakı
2311601738,TR.06.014.0033,NEIGHBORHOOD,Gedik
2311601739,TR.06.014.0034,NEIGHBORHOOD,Gültepe
2311601749,TR.06.014.0035,NEIGHBORHOOD,Güzelcekale
2311603526,TR.06.014.0036,NEIGHBORHOOD,İncirli
2311601931,TR.06.014.0037,NEIGHBORHOOD,Kadıköy
-1743510,TR.06.014.0038,NEIGHBORHOOD,Kanlıgöl
2311601806,TR.06.014.0039,NEIGHBORHOOD,Karahoca
2311601812,TR.06.014.0040,NEIGHBORHOOD,Karapınar
2311601814,TR.06.014.0041,NEIGHBORHOOD,Karasüleymanlı
2311601833,TR.06.014.0042,NEIGHBORHOOD,Katrancı
2311601841,TR.06.014.0043,NEIGHBORHOOD,Kavak
18231783,TR.06.014.0044,NEIGHBORHOOD,Kayabaşı Mahallesi
410245516,TR.06.014.0045,NEIGHBORHOOD,Kerpiç
2311601855,TR.06.014.0046,NEIGHBORHOOD,Kesikkavak
2311601861,TR.06.014.0047,NEIGHBORHOOD,Kirazoğlu
2311601882,TR.06.014.0048,NEIGHBORHOOD,Kızılkoyunlu
2395849782,TR.06.014.0049,NEIGHBORHOOD,Küçük Yağcı
2311601876,TR.06.014.0050,NEIGHBORHOOD,Küçükkonak
2358511426,TR.06.014.0051,NEIGHBORHOOD,Kutluhan
2782974401,TR.06.014.0052,NEIGHBORHOOD,Mandıra
18232399,TR.06.014.0053,NEIGHBORHOOD,Medrese Mahallesi
2396148666,TR.06.014.0054,NEIGHBORHOOD,Saatli
2782974403,TR.06.014.0055,NEIGHBORHOOD,Sarıdeğirmen
2782974404,TR.06.014.0056,NEIGHBORHOOD,Sarıgöl
2358511439,TR.06.014.0057,NEIGHBORHOOD,Sazağası
2311603533,TR.06.014.0058,NEIGHBORHOOD,Şerefli Gökgöz
2395849783,TR.06.014.0059,NEIGHBORHOOD,Serinyayla
18231721,TR.06.014.0060,NEIGHBORHOOD,Seyran Mahallesi
410245469,TR.06.014.0061,NEIGHBORHOOD,Sinanlı
2318028120,TR.06.014.0062,NEIGHBORHOOD,Sırçasaray
2311601907,TR.06.014.0063,NEIGHBORHOOD,Soğulca
2311601908,TR.06.014.0064,NEIGHBORHOOD,Söğüttepe
2311601910,TR.06.014.0065,NEIGHBORHOOD,Tabaklı
1480395187,TR.06.014.0066,NEIGHBORHOOD,Tepeköy
2318028121,TR.06.014.0067,NEIGHBORHOOD,Toyçayırı
2782974407,TR.06.014.0068,NEIGHBORHOOD,Türkhüyük
2782974408,TR.06.014.0069,NEIGHBORHOOD,Türkşerefli
2311601922,TR.06.014.0070,NEIGHBORHOOD,Yamak
2311601923,TR.06.014.0071,NEIGHBORHOOD,Yaprakbayırı
2782974409,TR.06.014.0072,NEIGHBORHOOD,Yaylabeyi
18231685,TR.06.014.0073,NEIGHBORHOOD,Yeni Mahallesi
